species_name,data_cleaning_issues,unique_occ_10,alpha_hull,SDM,AIC_issue,Range_unfilling,Realm_ok,CBI_ok,Final_species
Acacia_lacertensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_lasiocalyx,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_latescens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_latifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_latior,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_latzii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_leeuweniana,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_legnota,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_leiocalyx,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_leiophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_leprosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_leptocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_leptoloba,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_leptopetala,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_leptostachya,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_leucoclada,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_ligulata,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acacia_ligustrina,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_linearifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_linifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_loderi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_longifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_longiphyllodinea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_longispicata,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_longispinea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_longissima,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_loroloba,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_lunata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_lysiphloia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_mabellae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_macdonnellensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_maconochieana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_macradenia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_maidenii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_mangium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_maranoensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_marramamba,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_masliniana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_mathuataensis,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_matthewii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_mearnsii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_meiosperma,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_melanoceras,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_melanoxylon,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_melvillei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_merinthophora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_microbotrya,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_microcybe,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_microsperma,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_mimula,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_minyura,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_mollifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_montana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_monticola,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_mountfordiae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_mucronata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_muelleriana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_multisiliqua,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_multispicata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_multistipulosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_murrayana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_myrtifolia,No,Yes,Yes,No,NA,NA,NA,NA,NA
Acacia_nanodealbata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_neriifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_neurocarpa,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_neurophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_nyssophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_obliquinervia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_obtusifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_oldfieldii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_olgana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_oligoneura,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_olsenii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_omalophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_ommatosperma,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_oncinocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_oraria,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_orites,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_orthocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_oshanesii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_oswaldii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acacia_oxycedrus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pachyacra,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_pachycarpa,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_pachyceras,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_palustris,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_papyrocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_paradoxa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_paraneura,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_parramattensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_parvipinnula,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pataczekii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pedleyi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pellita,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_pendula,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_penninervis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pennivenia,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_pentadenia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_petraea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_peuce,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_phlebophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pickardii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_platycarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_plectocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_podalyriifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_polifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_polyadenia,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_polybotrya,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_polystachya,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_praelongata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_prainii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pravissima,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_proiantha,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_prominens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pruinocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pubescens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pubicosta,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_pubifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pubirhachis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pulchella,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pustula,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_pycnantha,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pycnostachya,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_pyrifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_quadrimarginea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_racospermoides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_ramulosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_redolens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_resinimarginea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_resinistipulea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_retinervis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_retinodes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_rhodophloia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_rhodoxylon,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_riceana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_richii,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Acacia_rigens,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_rivalis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_rostellifera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_rostriformis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_rothii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_roycei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_rubida,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_saliciformis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_salicina,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acacia_saligna,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_saxatilis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_schinoides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_scirpifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_sclerosperma,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_scopulorum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_seclusa,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_semilunata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_semirigida,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_sericata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_sericoflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_shirleyi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_sibilans,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_sibina,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_signata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_silvestris,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_simplex,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_simsii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_solenota,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_spania,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_sparsiflora,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_speckii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_spectabilis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_spectrum,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_spirorbis,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_splendens,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_steedmanii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_stenophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_stereophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_stipuligera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_storyi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_striatifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_stricta,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_strongylophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_subporosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_subtessarogona,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_subtilinervis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_subulata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_symonii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_synchronicia,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acacia_synoria,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_tenuinervis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_tenuispica,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_tenuissima,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_tephrina,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_terminalis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_tessellata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_tetragonophylla,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acacia_thomsonii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_torulosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_trachycarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_trachyphloia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_trijuga,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_trinalis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_trinervata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_trineura,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_triptera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_triptycha,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_tropica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_tumida,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_tysonii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_uncifera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_uncifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_undoolyana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_undulifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_unguicula,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_verniciflua,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_veronica,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_verricula,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_verticillata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_vestita,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_victoriae,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acacia_viscidula,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_wanyu,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_wardellii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_wattsiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_websteri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_wetarensis,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_wilcoxii,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_willingii,No,No,NA,NA,NA,NA,NA,NA,NA
Acacia_xanthina,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acacia_xiphophylla,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acacia_yorkrakinensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acaciella_angustissima,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acaciella_chamelensis,No,No,NA,NA,NA,NA,NA,NA,NA
Acaciella_glauca,No,No,NA,NA,NA,NA,NA,NA,NA
Acaciella_goldmanii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acaciella_rosei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acaciella_villosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_acrogyna,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_angatensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_apodanthes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_benensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_cardiophylla,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_caturus,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_chirindica,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_chocoana,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_cuneata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_diversifolia,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_emirnensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_fasciculata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_forsteriana,No,Yes,Yes,Yes,No,No,NA,NA,NA
Acalypha_fragilis,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Acalypha_fruticosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_glabrata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_grandibracteata,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_grandis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_grisebachiana,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_hellwigii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_insulana,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_juruana,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_lepinei,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_longispica,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_lyonsii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acalypha_macrostachya,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_muelleriana,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_multiflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_neptunica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_novoguineensis,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_ornata,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_padifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_pancheriana,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_peruviana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_platyphylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_pubiflora,No,Yes,Yes,Yes,No,Yes,No,NA,NA
Acalypha_radula,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_raivavensis,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_rapensis,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_repanda,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acalypha_rivularis,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_schiedeana,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acalypha_skutchii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_sonderiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_stachyura,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_stellata,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_stenoloba,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_stricta,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acalypha_subintegra,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_suirenbiensis,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_tenuifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Acalypha_villosa,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acalypha_wilkesiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acanthella_sprucei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acanthocladus_dukei,No,No,NA,NA,NA,NA,NA,NA,NA
Acanthocladus_guayaquilensis,No,No,NA,NA,NA,NA,NA,NA,NA
Acanthocladus_pulcherrimus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acanthocladus_santosii,No,No,NA,NA,NA,NA,NA,NA,NA
Acanthocladus_scleroxylon,No,No,NA,NA,NA,NA,NA,NA,NA
Acanthophoenix_crinita,No,No,NA,NA,NA,NA,NA,NA,NA
Acanthophoenix_rubra,No,No,NA,NA,NA,NA,NA,NA,NA
Acanthosyris_annonagustata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acanthosyris_asipapote,No,No,NA,NA,NA,NA,NA,NA,NA
Acanthosyris_falcata,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acanthosyris_glabrata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acanthosyris_paulo-alvinii,No,No,NA,NA,NA,NA,NA,NA,NA
Acanthosyris_spinescens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acca_lanuginosa,No,No,NA,NA,NA,NA,NA,NA,NA
Acca_macrostema,No,No,NA,NA,NA,NA,NA,NA,NA
Acca_sellowiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_acuminatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_acutum,No,No,NA,NA,NA,NA,NA,NA,NA
Acer_albopurpurascens,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acer_amamiense,No,No,NA,NA,NA,NA,NA,NA,NA
Acer_amplum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acer_argutum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acer_barbinerve,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_binzayedii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_buergerianum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acer_caesium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_calcaratum,No,No,NA,NA,NA,NA,NA,NA,NA
Acer_campbellii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_campestre,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_capillipes,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acer_cappadocicum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_carpinifolium,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acer_caudatifolium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_caudatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_ceriferum,No,No,NA,NA,NA,NA,NA,NA,NA
Acer_chiangdaoense,No,No,NA,NA,NA,NA,NA,NA,NA
Acer_chienii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_chingii,No,No,NA,NA,NA,NA,NA,NA,NA
Acer_chunii,No,No,NA,NA,NA,NA,NA,NA,NA
Acer_circinatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_cissifolium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_confertifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Acer_cordatum,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acer_coriaceifolium,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Acer_crassum,No,No,NA,NA,NA,NA,NA,NA,NA
Acer_crataegifolium,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acer_davidii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_diabolicum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Acer_distylum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Acer_duplicatoserratum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
